cancel	dept_code	dept_group	week_section1	week_section2	week_section3	week_section4	authorize_p	authorize_r	brief_eng	dept_chiabbr	not_choose	course_code	percentage	full_flag	limit	selfTeach	credit	intensive	fillcounter	for_query	acadm_year	course_kind	selfTeachName	send_time	eng_name	course_group	exp_hours	serial_no	status	emi	counter_exceptAuth	rt	gender_restrict	eng_teach	classes	dept_engfull	restrict	school_avg	umd	authorize_using	dept_group_name	course_avg	teacher	class_name	time_inf	chn_name	form_s_name	moocs_teach	hours	form_s	tname	counter	deleteQ	option_code	tcode	scoreEnt	iCounter	limit_count_h	comment	acadm_term	generalCore	programs
	AM31						0	0.00		休旅所（碩）		SRC0011			3		3.0				115	半			Risk Management in Recreational Programming			0039			0	N			8		◎課程開放上修			0			李晶	碩博	二 6-8 和平 綜603	遊憩活動風險管理						0		選				30		2		
	AM31						3	0.10		休旅所（碩）		SRC8001			2		3.0				115	半			Studies in Hospitality Education Training and Teaching Skill			0040			0	N			8		◎課程不開放上修			0			王國欽	碩博	二 2-4 和平 綜603	餐旅管理教育訓練與教學技巧研究						0		選				30		2		
	AM31						10	0.33		休旅所（碩）		SRC8005			0		3.0				115	半			Strategic Information Systems for Hospitality Managers			0041			0	N		是	8		◎課程不開放上修			0			雷芷卉	碩博	三 2-4 和平 綜603	餐旅業策略資訊系統管理						0		選				30		2		
	AM31						10	0.33		休旅所（碩）		SRC8008			0		3.0				115	半			Hospitality Facilities Development and Design			0042			0	N		是	8		◎課程不開放上修			0			雷芷卉	碩博	四 7-9 和平 綜602	餐旅設施規劃與設計						0		選				30		2		
	AM31						5	0.17		休旅所（碩）		SRC8013			0		3.0				115	半			Studies in Physical Activity, Leisure and Health			0043			0	N		是	8		◎課程不開放上修			0			廖邕	碩博	五 7-9 和平 綜603	身體活動、休閒與健康研究						0		選				30		2		
	AM31						10	0.20		休旅所（碩）		SRM0126			0		3.0				115	半			Practicum in Sport, Leisure and Hospitality Industry			0044			0	N					◎限本系(含雙主修)修習 ◎課程不開放上修			0			林伯修		三 8-10 和平 綜604	運動休閒與餐旅產業實務	一			1		0		必				50		2		
	AM32						10	0.20		競技系（碩）		FPM0004			0		3.0				115	半			Studies in Sports Coaching			0045			0	N					◎課程開放上修			0			劉有德		三 2-4 公館 體育館二3樓視聽教室	運動教練學研究						0		必				50		2		
	AM32						10	0.20		競技系（碩）		FPM0010			0		3.0				115	半			Applied Psychology on Sports			0046			0	N					◎課程開放上修			0			梁嘉音		四 2-4 公館 研003	運動心理學應用研究						0		選				50		2		
	AM32						10	0.20		競技系（碩）		FPM0019			0		3.0				115	半			Applied Physiology of Specific Sport Events			0047			0	N					◎課程開放上修			0			鄭景峰		三 2-4 公館 研003	專項運動生理學						0		選				50		2		
	AM32						10	0.20		競技系（碩）		FPM0022			0		2.0				115	半			Practice of Sports Conditioning Training (II)			0048			0	N					◎課程開放上修			0			李佳融		一 B-C 公館 體育館二3樓會議室	運動體能訓練實作（二）						0		必				50		2		
	AM32						10	0.20		競技系（碩）		FPM0024			0		2.0				115	半			Practice of Sports Skill Training (II)			0049			0	N					◎課程開放上修			0			李佳融		二 B-C 公館 體育館二3樓會議室	運動技能訓練實作（二）						0		必				50		2		
	AM32						10	0.20		競技系（碩）		FPM0025			0		3.0				115	半			Research Method of Competition Practical			0050			0	N					◎課程開放上修			0			蔡於儒		四 5-7 公館 研003	競賽實務研究法						0		選				50		2		
	AM32						10	0.20		競技系（碩）		FPM0035			0		3.0				115	半			Current Topics in Sport Biomechanics			0051			0	N					◎課程開放上修			0			相子元		四 2-4 公館 體育館二3樓視聽教室	運動生物力學當前課題						0		選				50		2		
	AM32						10	0.20		競技系（碩）		FPM0054			0		1.0				115	半			Exercise & Sport Science Seminar (I)			0052			0	N					◎課程開放上修			0			鄭景峰		四 5 公館 研001	運動科學專題報告（一）						0		必				50		2		
	AM32						10	0.20		競技系（碩）		FPM0063			0		3.0				115	半			Special Topics on Motor Behavior			0053			0	N					◎課程開放上修			0			劉有德		二 2-4 公館 研001	運動行為專題研究						0		選				50		2		
	AM32						10	0.20		競技系（碩）		FPM0068			0		3.0				115	半			Physiology of Resistance Exercise Training			0054			0	N					◎課程開放上修			0			何仁育		二 2-4 公館 體育館二3樓視聽教室	阻力運動訓練生理學						0		選				50		2		
	AM32						10	0.20		競技系（碩）		FPM0074			0		3.0				115	半			Studies in Coaching Philosophy			0055			0	N					◎課程開放上修			0			石明宗		二 2-4 公館 研003	教練哲學研究						0		選				50		2		
	AM32						10	0.20		競技系（碩）		FPM0076			0		3.0				115	半			Statistics and Experimental Design			0056			0	N					◎課程開放上修			0			劉錦璋		一 5-7 公館 研003	統計與實驗設計						0		選				50		2		
	AOD						0	0.00		國防教育		ADU0001			2		0.0				115	半			All-Out Defense Education Military Training-International Situations	A		0057			0	N								0			未定		一 1-2 公館 無可用教室	全民國防教育軍事訓練－國際情勢						0		選				60		2		
	AOD						0	0.00		國防教育		ADU0001			2		0.0				115	半			All-Out Defense Education Military Training-International Situations	B		0058			0	N								0			未定		四 1-2 和平 無可用教室	全民國防教育軍事訓練－國際情勢						0		選				60		2		
	AOD						0	0.00		國防教育		ADU0002			2		0.0				115	半			All-Out Defense Education Military Training-National Defense Policies	A		0059			0	N								0			未定		四 1-2 公館 無可用教室	全民國防教育軍事訓練－國防政策						0		選				60		2		
	AOD						0	0.00		國防教育		ADU0002			2		0.0				115	半			All-Out Defense Education Military Training-National Defense Policies	B		0060			0	N								0			未定		四 3-4 公館 無可用教室	全民國防教育軍事訓練－國防政策						0		選				60		2		
	AOD						0	0.00		國防教育		ADU0003			2		0.0				115	半			All-Out Defense Education Military Training-Civil Defense	A		0061			0	N								0			未定		五 3-4 和平 無可用教室	全民國防教育軍事訓練－全民國防						0		選				60		2		
	AOD						0	0.00		國防教育		ADU0003			2		0.0				115	半			All-Out Defense Education Military Training-Civil Defense	B		0062			0	N								0			未定		五 6-7 和平 無可用教室	全民國防教育軍事訓練－全民國防						0		選				60		2		
	AOD						0	0.00		國防教育		ADU0004			2		0.0				115	半			All-Out Defense Education Military Training-Defense Mobilization	A		0063			0	N								0			未定		三 6-7 和平 無可用教室	全民國防教育軍事訓練－防衛動員						0		選				60		2		
	AU30						10	0.20		體育系（學）		PEC9001			0		3.0				115	半			Program Design as Related to Strength and Conditioning </br>[ Program: The Inter-disciplinary Program of Strength and Conditioning The Specialization Program of Exercise and Health Instruction The Specialization Program of Athletic Training The Inter-disciplinary Program of Injury Prevention and Athletic Training ]			0064			0	N		是	9		◎初選 運動傷害防護學分學程 研究生得下修◎必須先修過【PEU0193  人體解剖生理學】、【PEU0015  運動生理學】			0			李恆儒	大碩	五 2-4 公館 體育館二3樓視聽教室	肌力與體能運動處方設計 </br>[ 學分學程：肌力與體能訓練學分學程 運動健康指導專業學分學程 運動防護專業學分學程 運動傷害防護學分學程 ]						0		選				50		2		ZU52/ZU6E/ZU6G/ZU73
	AU30						10	0.20		體育系（學）		PEC9005			0		2.0				115	半			Athletic Training Practicum (II)			0065			0	N			9		◎必須先修過【PEC9004  運動防護實習（一）】			0			黃昱倫	大碩	三 A-B 和平 體002	運動防護實習（二）						0		選				50		2		
	AU30						10	0.14		體育系（學）		PEU0018			0		2.0				115	半			History of Physical Education			0066			0	N								0			林玫君		四 6-7 和平 金牌講堂	體育史	一			1		0		必				70		2		
	AU30						10	0.20		體育系（學）		PEU0148			0		2.0				115	半			Physical Fitness </br>[ Program: The Inter-disciplinary Program of Strength and Conditioning The Specialization Program of Exercise and Health Instruction ]			0067			0	N								0			劉宏文		三 8-9 和平 重量訓練室一	體適能 </br>[ 學分學程：肌力與體能訓練學分學程 運動健康指導專業學分學程 ]	一			1		0		必				50		2		ZU52/ZU6E
	AU30						10	0.20		體育系（學）		PEU0243			0		2.0				115	半			Track and Field (II)	F		0068			0	N	F				◎限女生修◎必須先修過【PEU0277  田徑（一）】			0			林淑惠		一 6-7 和平 操場一	田徑（二）	一			1		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0243			0		2.0				115	半			Track and Field (II)	M		0069			0	N	M				◎限男生修◎必須先修過【PEU0277  田徑（一）】			0			詹俊成		四 8-9 和平 操場一	田徑（二）	一			1		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0255			0		2.0				115	半			Baseball (Softball) (II)	F		0070			0	N	F				◎限女生修◎必須先修過【PEU0254  棒（壘）球（一）】			0			未定		一 3-4 公館 操場二	棒（壘）球（二）	一			1		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0255			0		2.0				115	半			Baseball (Softball) (II)	M		0071			0	N	M				◎限男生修◎必須先修過【PEU0254  棒（壘）球（一）】			0			未定		二 3-4 和平 操場一	棒（壘）球（二）	一			1		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0264			0		2.0				115	半			Swimming (II)	F		0072			0	N	F				◎限女生修◎必須先修過【PEU0263  游泳（一）】			0			未定		三 6-7 和平 游泳館1F大泳池	游泳（二）	一			1		0		必				50		2		
	AU30						10	0.20		體育系（學）		PEU0264			0		2.0				115	半			Swimming (II)	M		0073			0	N	M				◎限男生修◎必須先修過【PEU0263  游泳（一）】			0			未定		二 6-7 和平 游泳館1F大泳池	游泳（二）	一			1		0		必				50		2		
	AU30						10	0.20		體育系（學）		PEU0270			0		2.0				115	半			Table Tennis (II)	F		0074			0	N	F				◎限女生修◎必須先修過【PEU0269  桌球（一）】			0			林靜萍		二 6-7 和平 桌球室	桌球（二）	一			1		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0270			0		2.0				115	半			Table Tennis (II)	M		0075			0	N	M				◎限男生修◎必須先修過【PEU0269  桌球（一）】			0			王傑賢		一 6-7 和平 桌球室	桌球（二）	一			1		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0275			0		2.0				115	半			Gymnastics (II)	F		0076			0	N	F				◎限女生修◎必須先修過【PEU0274  體操（一）】			0			張琪		二 3-4 和平 體操房	體操（二）	一			1		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0275			0		2.0				115	半			Gymnastics (II)	M		0077			0	N	M				◎限男生修◎必須先修過【PEU0274  體操（一）】			0			張琪		一 3-4 和平 體操房	體操（二）	一			1		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0291			0		2.0				115	半			Introduction of Athletic Training </br>[ Program: The Specialization Program of Athletic Training The Inter-disciplinary Program of Injury Prevention and Athletic Training The Specialization Program of Sports Sciences ]			0078			0	N					◎初選 運動傷害防護學分學程 研究生得下修			0			黃昱倫		一 8-9 和平 金牌講堂	運動防護導論 </br>[ 學分學程：運動防護專業學分學程 運動傷害防護學分學程 運動科學專業學分學程 ]	一			1		0		選				50		2		ZU6G/ZU73/ZU8R
	AU30						10	0.20		體育系（學）		PEU2001			0		2.0				115	半			Anatomy for Sport </br>[ Program: The Inter-disciplinary Program of Strength and Conditioning The Specialization Program of Exercise and Health Instruction The Specialization Program of Athletic Training The Inter-disciplinary Program of Injury Prevention and Athletic Training The Specialization Program of Sports Sciences ]			0079			0	N					◎初選 運動傷害防護學分學程 研究生得下修			0			王宏豪		四 3-4 和平 金牌講堂	運動解剖學 </br>[ 學分學程：肌力與體能訓練學分學程 運動健康指導專業學分學程 運動防護專業學分學程 運動傷害防護學分學程 運動科學專業學分學程 ]	一			1		0		選				50		2		ZU52/ZU6E/ZU6G/ZU73/ZU8R
	AU30						10	0.13		體育系（學）		PEU0007			0		2.0				115	半			Sport Psychology </br>[ Program: The Inter-disciplinary Program of Sports Leadership The Specialization Program of Exercise and Health Instruction The Inter-disciplinary Program of Injury Prevention and Athletic Training The Specialization Program of Sports Sciences ]			0080			0	N								0			洪聰敏		四 1-2 和平 金牌講堂	運動心理學 </br>[ 學分學程：運動領導學分學程 運動健康指導專業學分學程 運動傷害防護學分學程 運動科學專業學分學程 ]	二			2		0		必				80		2		ZU6E/ZU73/ZU8R/ZU9W
	AU30						10	0.20		體育系（學）		PEU0023			0		2.0				115	半			Weight Training </br>[ Program: The Specialization Program of Exercise and Health Instruction ]			0081			0	N								0			詹俊成		一 8-9 和平 重量訓練室一	重量訓練 </br>[ 學分學程：運動健康指導專業學分學程 ]	二			2		0		選				50		2		ZU6E
	AU30						10	0.13		體育系（學）		PEU0030			0		2.0				115	半			Biomechanics of Sport </br>[ Program: The Inter-disciplinary  Program of Sports Technology The Inter-disciplinary Program of Strength and Conditioning The Specialization Program of Exercise and Health Instruction The Inter-disciplinary Program of Injury Prevention and Athletic Training The Specialization Program of Sports Sciences ]			0082			0	N								0			李恆儒		一 3-4 和平 金牌講堂	運動生物力學 </br>[ 學分學程：運動科技學分學程 肌力與體能訓練學分學程 運動健康指導專業學分學程 運動傷害防護學分學程 運動科學專業學分學程 ]	二			2		0		必				80		2		ZU39/ZU52/ZU6E/ZU73/ZU8R
	AU30						10	0.20		體育系（學）		PEU0040			0		2.0				115	半			Management of Sport Facility </br>[ Program: The Inter-disciplinary Program of Sports Leadership The Inter-disciplinary Program of Sports Industry Management The Specialization Program of the Sports Industry Manager ]			0083			0	N								0			王傑賢 未定		四 8-9 和平 金牌講堂	運動場館規劃經營管理 </br>[ 學分學程：運動領導學分學程 運動產業經營管理學分學程 運動產業經理人專業學分學程 ]	二			2		0		選				50		2		ZU33/ZU6F/ZU9W
	AU30						10	0.20		體育系（學）		PEU0082			0		2.0				115	半			Handball (II)			0084			0	N					◎必須先修過【PEU0081  手球（一）】			0			未定		二 8-9 和平 體育館一4F	手球（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0213			2		2.0				115	半			Introduction to Adapted Physical Education			0085			0	N								0			潘正宸		一 8-9 和平 體002	適應體育概論	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0246			0		2.0				115	半			Basketball (II)	F		0086			0	N	F	是			◎限女生修◎必須先修過【PEU0245  籃球（一）】			0			掌慶維		四 6-7 和平 體育館一4F	籃球（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0246			0		2.0				115	半			Basketball (II)	M		0087			0	N	M	是			◎限男生修◎必須先修過【PEU0245  籃球（一）】			0			掌慶維		四 3-4 和平 體育館一4F	籃球（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0249			0		2.0				115	半			Volleyball (II)	F		0088			0	N	F				◎限女生修◎必須先修過【PEU0248  排球（一）】			0			未定		二 3-4 和平 體育館一4F	排球（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0249			0		2.0				115	半			Volleyball (II)	M		0089			0	N	M				◎限男生修◎必須先修過【PEU0248  排球（一）】			0			未定		二 1-2 和平 體育館一4F	排球（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0258			0		2.0				115	半			Tennis (II)	F		0090			0	N	F				◎限女生修◎必須先修過【PEU0257  網球（一）】			0			陳勇志		四 3-4 公館 網球場二	網球（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0258			0		2.0				115	半			Tennis (II)	M		0091			0	N	M				◎限男生修◎必須先修過【PEU0257  網球（一）】			0			陳勇志		四 6-7 公館 網球場二	網球（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0261			0		2.0				115	半			Wu-Shu (II)	F		0092			0	N	F	是			◎限女生修◎必須先修過【PEU0260  武術（一）】			0			張育愷		二 1-2 和平 武術房一	武術（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0261			3		2.0				115	半			Wu-Shu (II)	M		0093			0	N	M	是			◎限男生修◎必須先修過【PEU0260  武術（一）】			0			Philip X. Fuchs		二 3-4 和平 武術房一	武術（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0267			0		2.0				115	半			Badminton (II)	F		0094			0	N	F				◎限女生修◎必須先修過【PEU0266  羽球（一）】			0			潘光敏		五 6-7 和平 體育館一4F	羽球（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0267			0		2.0				115	半			Badminton (II)	M		0095			0	N	M				◎限男生修◎必須先修過【PEU0266  羽球（一）】			0			蔡虔祿		五 3-4 和平 體育館一4F	羽球（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0273			0		2.0				115	半			Dancing (II)			0096			0	N					◎必須先修過【PEU0272  舞蹈（一）】			0			未定		一 6-7 和平 大韻律教室	舞蹈（二）	二			2		0		選				50		2		
	AU30						10	0.20		體育系（學）		PEU0293			5		2.0				115	半			Health Management </br>[ Program: The Specialization Program of Exercise and Health Instruction The Specialization Program of Athletic Training The Inter-disciplinary Program of Injury Prevention and Athletic Training The Specialization Program of Sports Sciences ]			0097			0	N		是			◎初選 運動傷害防護學分學程 研究生得下修			0			陳勇志		三 3-4 和平 體003	健康管理 </br>[ 學分學程：運動健康指導專業學分學程 運動防護專業學分學程 運動傷害防護學分學程 運動科學專業學分學程 ]	二			2		0		選				50		2		ZU6E/ZU6G/ZU73/ZU8R
	AU30						10	0.20		體育系（學）		PEU0294			0		2.0				115	半			Sports Massage </br>[ Program: The Specialization Program of Exercise and Health Instruction The Specialization Program of Athletic Training The Inter-disciplinary Program of Injury Prevention and Athletic Training ]			0098			0	N					◎初選 運動傷害防護學分學程 研究生得下修 ◎必須先修過【PEU2001  運動解剖學】、【PEU0313  臨床解剖肌動學】其中一門			0			黃昱倫		二 6-7 和平 體003	運動推拿指壓學 </br>[ 學分學程：運動健康指導專業學分學程 運動防護專業學分學程 運動傷害防護學分學程 ]	二			2		0		選				50		2		ZU6E/ZU6G/ZU73
	AU30						10	0.20		體育系（學）		PEU0312			0		2.0				115	半			Introduction to Sport Technology </br>[ Program: The Inter-disciplinary  Program of Sports Technology The Specialization Program of Sports Sciences ]			0099			0	N		是						0			Philip X. Fuchs		三 8-9 和平 體002	運動科技概論 </br>[ 學分學程：運動科技學分學程 運動科學專業學分學程 ]	二			2		0		選				50		2		ZU39/ZU8R
