cancel	dept_code	dept_group	week_section1	week_section2	week_section3	week_section4	authorize_p	authorize_r	brief_eng	dept_chiabbr	not_choose	course_code	percentage	full_flag	limit	selfTeach	credit	intensive	fillcounter	for_query	acadm_year	course_kind	selfTeachName	send_time	eng_name	course_group	exp_hours	serial_no	status	emi	counter_exceptAuth	rt	gender_restrict	eng_teach	classes	dept_engfull	restrict	school_avg	umd	authorize_using	dept_group_name	course_avg	teacher	class_name	time_inf	chn_name	form_s_name	moocs_teach	hours	form_s	tname	counter	deleteQ	option_code	tcode	scoreEnt	iCounter	limit_count_h	comment	acadm_term	generalCore
	EU						0	0.20		師培學院		IBC9005			0		3.0	Y			112	半			Teaching and Learning in the DP (IB) </br>[ Program: The Program of International Baccalaureate Educator Certificate-Chinese Language Education The Program of International Baccalaureate Educator Certificate-International  Mathematics Education The Program of International Baccalaureate Educator Certificate-International  Physics  Education ]			0011			20	2		是	9		◎初選 國際教師學程-華語文 國際教師學程-數學 國際教師學程-物理 研究生得下修◎限國際教師學程-華語文、國際教師學程-數學、國際教師學程-物理選修 ◎必須先修過【IBC9004  IB哲學與實作（IB）】、【IBU0001  IB哲學與實作（IB）】其中一門			1			West-pratt, Jordan	大碩	◎面授/同步	DP的教與學（IB） </br>[ 學分學程：國際教師學程-華語文 國際教師學程-數學 國際教師學程-物理 ]						21		選				50	◎第1期  ◎第二類課程 ◎數位課程 【第一期】上課期間於選課前公告於IB辦公室網頁，課程進行期間仍有可能調整，老師會於課堂上宣布與協調。	3	
	EU						10	0.20		師培學院		IBC9006			0		3.0	Y			112	半			Teaching and Learning in the MYP (IB) </br>[ Program: The Program of International Baccalaureate Educator Certificate-International Education ]			0012			10	2		是	9		◎初選 國際教師學程-國際 研究生得下修◎限國際教師學程-國際選修 ◎必須先修過(也可以同時修)【IBC9004  IB哲學與實作（IB）】、【IBC9007  課程發展與設計（IB）】、【IBC9008  學習評量（IB）】			2			葉怡芬	大碩	◎面授/同步	MYP的教與學（IB） </br>[ 學分學程：國際教師學程-國際 ]						12		選				50	◎第1期  ◎第二類課程 ◎數位課程   【第一期】上課期間於選課前公告於IB辦公室網頁，課程進行期間仍有可能調整，老師會於課堂上宣布與協調。｜必須先修過【IB哲學與實作（IB）】、【課程發展與設計（IB）】、【學習評量（IB）】三門課程，若已修過此三門課程卻無法選課時，請於選課期間與本院國際師培推動組聯繫。	3	
	GU						0	0.00		通識		05UG011			0		2.0	Y			112	半			Technology Ethics			0013			33	N								0			劉啟民		◎密集課程	科技倫理						33		通				50	◎第2期  ◎第一類課程   【第二期】7/22~8/18每周一1-4、三1-4(誠207)。	3	A2
	GU						0	0.00		通識		0AUG402			0		2.0	Y			112	半			Psychology </br>[ Program: The Program of Strength and Conditioning The Program of Music-assisted Guidance and Special Education ]			0014			50	N								0			朱采翎		◎密集課程	心理學 </br>[ 學分學程：肌力與體能學程 音樂輔教學程 ]						50		通				50	◎第1期  ◎第一類課程 【第一期】6/24~7/21每周二6-9、四6-9(誠207，7/11(四)另安排其他校外活動)。	3	A2/B1
	HM77						0	0.00		光電所（碩）		OEC8013			0		3.0	Y			112	半			Introduction to Optoelectronic Devices			0015			14	N		是	8		◎課程開放上修			0			楊承山	碩博	◎密集課程	光電元件概論						14		選				50	◎第2期  ◎第二類課程   【第二期】7/22~8/18每周二3-8、四3-8 (AP415)。	3	
	HM77						0	0.00		光電所（碩）		OEC8153			0		3.0	Y			112	半			Nano-Optics and Near-Field Optical Microscopy			0016			9	N			8		◎課程開放上修			0			邱南福	碩博	◎密集課程	奈米光學與近場顯微技術						9		選				50	◎第2期  ◎第二類課程   【第二期】7/22~8/18每周二2-4、7-9、三2-4、7-9(上午B101教室；下午系所自排教室)。	3	
	HU73	B					0	0.00		機電系（學）		MTU0075			0		3.0	Y			112	半			Applied Electronics (I) </br>[ Program: The Program of Semiconductor Technology ]			0017			11	N					◎限本系(含雙主修)修習◎限大三修習◎限機電系（學）「智能鑄造產學攜手專班」選修			0	智能鑄造產學攜手專班		鄭淳護		◎密集課程	應用電子學（一） </br>[ 學分學程：半導體技術學程 ]	三			3		11		必				50	◎第1期  ◎第一類課程 【第一期】6/24~7/21每周五2-4、五7-9、六2-4、六7-9(誠208，7/12後均在工501上課)	3	
	HU77						0	0.00		光電學位學程（學）		OEC9007			0		3.0	Y			112	半			Design of Photonics System			0018			13	N			9					0			呂杰翰	大碩	◎密集課程	光電系統設計						13		選				50	◎第2期  ◎第二類課程   【第二期】7/22~8/18每周二2-4、三2-4、四2-4、五2-4(教室自排)。	3	
	IU84	B					0	0.00		華語系（學）		CLU1082			0		3.0	Y			112	半			Language and Culture			0020			20	1								0	應用華語文學組		王炳勻		◎面授/同步	語言與文化						20		選				50	◎第1期  ◎第二類課程 ◎數位課程   【第一期】6/24~7/21每周一2-4、二2-4、四2-4、五2-4(綜十樓教室)。	3	
	LU20						0	0.00		國文系（學）		CHU0299			0		2.0	Y			112	半			Novels in Dynasty of Ming-Ching (I) </br>[ Program: The Program of Metaverse Narrative ]			0021			30	N								0			胡衍南		◎密集課程	明清小說（一） </br>[ 學分學程：元宇宙學程 ]	四			4		30		選				50	◎第2期  ◎第二類課程   【第二期】7/22~8/18每周二6-9、四6-9(誠206)。	3	
	LU23						0	0.40		地理系（學）		GEU0253			0		1.0	Y			112	半			Sustainable Development in East Asia			0022			20	2		是						0			莫家俊		◎面授/同步	東亞的永續發展						20		選				50	◎第1期  ◎第二類課程 ◎數位課程   【第一期密集】6/26,6/28,7/3,7/5台灣時間14:20-18:20，共16小時。	3	
	PE						0	0.00		普通體育		00UP111			0		1.0	Y			112	半			Physical Education (Beginning Table Tennis)			0023			51	N					允許重複修			0			施亦婕		◎密集課程	體育（桌球初級）						51		必				48	◎第2期  ◎第一類課程   【第二期】7/22~8/18每周二6-9、三6-9(桌球室)。	3	
	SU41						0	0.40		物理系（學）		PHC9013			0	是	2.0	Y			112	半	劉祥麟		Industrial Internship			0025			6	N			9					0			劉祥麟	大碩	◎密集課程	企業實習						6		選				50	◎全期  ◎第二類課程   【全期】	3	
	SU43						2	0.11		生科系（學）		BIU0158			0		3.0	Y			112	半			Field ecology </br>[ Program: The Program of Environmental Monitoring and Disaster Mitigation ]			0026			14	N					◎限本系(含雙主修)修習			1			李壽先 林登秋		◎密集課程	野外生態學 </br>[ 學分學程：環境監測學程 ]						15		選				19	◎第2期  ◎第二類課程 【第二期密集】密集10天，暫定8月22日至31日(需與特生中心討論後再確認，教室在行政院農委會特有生物保育研究中心高海拔試驗站)｜整星期宿於特生中心，需另繳交住宿與伙食等費用，並自行準備工具(如頭燈、塑膠手套、雨鞋等，其他詳細說明將於上山前各別通知學生參與行前會)。	3	
	SU43						5	0.17		生科系（學）		BIU0159			0		2.0	Y			112	半			laboratory Course for Cellular and Molecular Biology			0027			30	N					◎限本系(含雙主修)修習◎必須先修過【BIU0172  普通生物學實驗甲（一）】、【BIU0144  生物化學實驗】			0			蘇銘燦 孫智雯 謝秀梅 王麗婷		◎密集課程	細胞及分子生物學實驗						30		選				30	◎第1期  ◎第二類課程 【第一期】6/24~7/21每周一1-9、二1-9(D313)	3	
	SU43						0	0.40		生科系（學）		BIC7002			0		3.0	Y			112	半			Industrial Practice			0028			21	N			7					0			謝秀梅	大碩博	◎密集課程	產業實習						21		選				50	◎全期  ◎第二類課程   【全期】6/24~8/18每周六A-C、日A-C，實際上課時間依選定的實習單位規定為主。｜務必先確定實習單位後再選課，實習單位請自行尋找或詢問謝老師，獲實習單位同意後，務必告知謝秀梅老師實習時間、單位聯絡人等資訊，並先與謝老師討論評分事宜。	3	
	SU47						0	0.00		資工系（學）		CSU0051			0		1.0	Y			112	半			Data Science and Communication in Smart Cities			0029			15	2		是						0			王超		◎面授/同步	智慧城市中的資料科學與通訊						15		選				15	◎第2期  ◎第二類課程 ◎數位課程 【第二期密集】7/23,7/26,8/6,8/9,8/16台灣時間9:00-11:00 & 11:30-12:30，8/6增加12:30-13:30一小時，共16小時。｜1.本課程與九州大學合作密集授課。2.建議大二同學選修。3.建議先修過「運算思維與程式設計」或程式設計相關課程者選修。	3	
	EM00						0	0.00		教育系（碩）		EDC0187			0		3.0	Y			112	半			Narrative Research			0033			25	N			8		◎課程不開放上修			0			劉美慧	碩博	◎密集課程	敘事研究						25		選				30	◎第2期  ◎第二類課程 【第二期】7/22~8/18每周一6-9、三6-9、五6-9(樸106)	3	
	ZU79						0	0.00		PASSION偏鄉學程		PGUZ002			0		2.0	Y			112	半			Passion Teaching Practicum </br>[ Program: The Program of Technology-assisted Teaching Industry The Program of PASSION Quality Education in Rural Schools ]			0034			37	N					◎必須先修過【PGUZ001  PASSION國英數教材教法】			0			胡翠君		◎密集課程	PASSION實習課程 </br>[ 學分學程：科技化教學產業學程 PASSION偏鄉教育學程 ]						37		必				50	◎第1期  ◎第二類課程 【第一期】	3	
	GU						0	0.00		通識		0AUG228			0		2.0	Y			112	半			Experiences of Teenage Growth in Literature and Movies			0035			44	N								0			鄭怡庭		◎密集課程	文學、電影中的青少年成長經驗						44		通				48	◎第1期  ◎第二類課程 【第一期】6/24~7/21每周一1-4、三1-4（誠105）。	3	A1
	GU						0	0.00		通識		0AUG229			0		2.0	Y			112	半			Love in Literature and Films			0036			46	N								0			鄭怡庭		◎密集課程	文學、電影中的情感經驗						46		通				48	◎第1期  ◎第二類課程 【第一期】6/24~7/21每周一6-9、三6-9（誠105）。	3	A1
	EU						0	0.00		師培學院		00UE100			0		2.0	Y			112	半			Experiment Education </br>[ Program: The Program of International Baccalaureate Educator Certificate-Chinese Language Education The Program of International Baccalaureate Educator Certificate-International  Mathematics Education The Program of International Baccalaureate Educator Certificate-International  Physics  Education The Program of International Baccalaureate Educator Certificate-International Education ]			0037			45	N								0			楊傳蓮		◎密集課程	實驗教育（教） </br>[ 學分學程：國際教師學程-華語文 國際教師學程-數學 國際教師學程-物理 國際教師學程-國際 ]						45		選				50	◎第1期  ◎第二類課程 【第一期】6/24~7/21每周一1-4、二1-4(S601)。	3	
	EU07						0	0.00		公領系（學）		CEU0011			0		2.0	Y			112	半			Economics </br>[ Program: The Program of Finance ]			0038			22	N								0			楊智元		◎密集課程	經濟學 </br>[ 學分學程：財金學程 ]						22		必				50	◎第2期  ◎第一類課程 【第二期】7/22~8/18每周二6-9、三6-9(誠205)	3	
	EU07						0	0.00		公領系（學）		CEU0492			0		2.0	Y			112	半			Administrative Case Study			0039			7	N								0			曾冠球		◎密集課程	行政個案						7		選				50	◎第1期  ◎第二類課程 【第一期】6/24~7/21每周三1-4、四6-9(誠205),7/11線上上課。	3	
	LM26						0	0.00		臺文系（碩）		TCC3032			0		1.0	Y			112	半			Approaches and Methods in Taiwan Studies			0040			14	N			8		◎課程開放上修			0			史書美	碩博	◎密集課程	臺灣研究方法論的探討						14		選				50	◎第1期  ◎第二類課程 【第一期】6/24~7/21每周二8-9、四8-9(誠106教室)	3	
	SU40						20	0.20		數學系（學）		MAU0061			0		3.0	Y			112	半			Linear Programming			0042			98	N								12			陳界山		◎密集課程	線性規劃						110		選				100	◎第2期  ◎第二類課程 【第二期】7/29~8/22，每周一6-8、二6-8、三6-8、四6-8、五6-8(E102)，7/31、8/14、8/15不上課。	3	
	SU40						0	0.00		數學系（學）		MAU0106			0		3.0	Y			112	半			Differential Geometry (I) </br>[ Program: The Program of  Astronomy and Gravitation ]			0043			36	N								0			陳瑞堂		◎密集課程	微分幾何（一） </br>[ 學分學程：天文重力學程 ]						36		必				50	◎第1期  ◎第一類課程 1.【第一期】6/24~7/21每周一6-8、二6-8、三6-8、四6-8(6-7節在數學館M310、第8節在理圖801電腦教室)。2.大三課程，建議有通過高等微積分（一），且有修過高等微積分（二）的學生選修。	3	
	SU40						0	0.00		數學系（學）		MAU0166			0		3.0	Y			112	半			Algebra(I) </br>[ Program: The Program of Technology-assisted Teaching Industry ]			0044			12	N					◎限大四修習			0			許志農		◎密集課程	代數學（一） </br>[ 學分學程：科技化教學產業學程 ]						12		必				50	◎第1期  ◎第一類課程 1.【第一期】6/24~7/21每周一2-4、二2-4、三2-4、四2-4(數學館M211)。2.本課程僅供大四以上有畢業需求的學生選修。	3	
	EU01						0	0.00		心輔系（學）		PCU0183			0		2.0	Y			112	半			Organizational Psychology			0046			14	N		是						0			梁天樂		◎密集課程	組織心理學						14		選				50	◎第1期  ◎第二類課程   【第一期】二2-4、三2-4、四2-4(教602)。    教師:梁天樂；7/9、7/10、7/11、7/16、7/17為視訊上課，上課連結於上課後通知。	3	
	HM75						0	0.00		電機系（碩）		AEC8033			0		3.0	Y			112	半			Microwave Engineering			0047			16	N			8		◎課程開放上修			0			蔡政翰	碩博	◎密集課程	微波工程						16		選				50	◎全期  ◎第二類課程 【全期】6/24~8/18每周四2-4、7-9(TD405電子實驗室)	3	
	GU						0	0.00		通識		05UG030			0		3.0	Y			112	半			Big Data Programming </br>[ Program: The Program of Big Data in Education The Program of Application of Information Technology ]			0048			40	N								0			林政宏		◎密集課程	大數據程式設計 </br>[ 學分學程：教育大數據微學程 資訊科技應用學程 ]						40		通				40	◎全期  ◎第一類課程 【全期】6/24~8/18每周二、四6-8(教403)。	3	A4
	EU07						10	0.20		公領系（學）		CEU0004			0		2.0	Y			112	半			Introduction to Jurisprudence			0049			26	N								0			林安邦		◎密集課程	法學緒論						26		必				50	◎第1期  ◎第一類課程 【第一期】一1-4、一6-9(誠205)	3	
	GU						0	0.00		通識		05UG031			0		3.0	Y			112	半			Data Science in Education Research </br>[ Program: The Program of Big Data in Education ]			0050			18	N								0			鍾明倫		◎密集課程	資料科學在教育上的應用 </br>[ 學分學程：教育大數據微學程 ]						18		通				50	◎第1期  ◎第一類課程 【第一期】6/24~7/21每周三、五2-4、6-8（教402）。	3	A4
	HU71						5	0.40		科技系（學）		ITU0168			0		3.0	Y			112	半			Educational Big Data Projects </br>[ Program: The Program of Big Data in Education ]			0051			4	N					◎必須先修過【05UG030  大數據程式設計】、【05UG031  資料科學在教育上的應用】、【05UG032  學習分析工具實務應用】其中一門			4			蔡芸琤		◎密集課程	教育大數據專題製作 </br>[ 學分學程：教育大數據微學程 ]						8		選				50	◎第1期  ◎第一類課程 【第一期】二2-4、二6-8、四2-4、四6-8(誠204，7/11課程因教室外借考場，改為線上授課)	3	
	AU30						0	0.00		體育系（學）		PEU0015			0		2.0	Y			112	半			Sport Physiology </br>[ Program: The Program of Strength and Conditioning The Program of Injury Prevention and Athletic Training ]			0052			15	N								0			王鶴森		◎密集課程	運動生理學 </br>[ 學分學程：肌力與體能學程 運動傷害防護學程 ]						15		必				50	◎第2期  ◎第一類課程	3	
	HM77						0	0.00		光電所（碩）		OEC8155			0		3.0	Y			112	半			Bio-Chips Manufacturing Technology			0053			8	N		是	8		◎課程開放上修			0			邱南福	碩博	◎密集課程	生醫晶片製程技術						8		選				50	◎第2期  ◎第二類課程   【第二期】7/22~8/18每周四2-4、7-9、五2-4、7-9(上午B101教室；下午系所自排教室)。	3	
	HU77						0	0.00		光電學位學程（學）		OEC9003			0		2.0	Y			112	半			Introduction to English Scientific Reports			0054			15	N			9					0			楊承山	大碩	◎密集課程	科技英文報告						15		選				50	◎第2期  ◎第二類課程   【第二期】7/22~8/18每周二9-B、四9-B(應用科學大學B1多功能教室)。	3	
	HU72						0	0.00		圖傳系（學）		GCU0037			0		3.0	Y			112	半			Scrip Writing </br>[ Program: The Program of Metaverse Narrative ]			0055			8	N								0			劉立行		◎密集課程	影視劇本編寫 </br>[ 學分學程：元宇宙學程 ]	一			1		8		選				50	◎第1期  ◎第一類課程   【第一期】6/24~7/21每周一2-4、6-8、周五2-4、6-8(新媒體專業教室)。	3	
	ZU9B						0	0.00		空間學程		PGU3005			0		3.0	Y			112	半			Spatial Information Technology Practice (II) </br>[ Program: The Program of Geospatial Information Science ]			0056			14	N					◎必須先修過【PGU3004  空間資訊技術實務（一）】			0			周學政 陳哲銘 吳秉昇		◎密集課程	空間資訊技術實務（二） </br>[ 學分學程：空間學程 ]						14		選				50	◎全期  ◎第一類課程 【全期】一6-A(地理系會議室)	3	
	AU32						0	0.00		競技系（學）		FPU0239			0		2.0	Y			112	半			Measurement and Evaluation in Physical Education			0058			25	N								0			劉錦璋		◎密集課程	體育測驗與評量						25		選				50	◎第2期  ◎第一類課程 【第二期】二5-7、三5-7、四5-6(理圖801)	3	
	EM07						0	0.00		公領系（碩）		CEC8003			0		3.0	Y			112	半			Studies in the Theories of College Students Development			0059			10	N		是	8		◎課程開放上修			0			鍾明倫	碩博	◎密集課程	學生發展理論研究						10		選				50	◎第1期  ◎第二類課程 【第一期】一2-4、一6-8、四2-4、四6-8(誠401)	3	
	LU21						0	0.00		英語系（學）		ENC9004			0		2.0	Y			112	半			Career Exploration in English			0060			8	N		是	9					0			張瓊惠	大碩	◎密集課程	產業EMI－職場探索						8		選				50	◎第1期  ◎第二類課程 【第一期】6/24~7/21每周一6-9、三6-9(誠701A)	3	
	HU72						0	0.00		圖傳系（學）		GCU0036			0		3.0	Y			112	半			3D Computer Graphics </br>[ Program: The Program of Metaverse Narrative The Program of Digital Art and Technology ]			0061			22	N								0			張晏榕		◎密集課程	電腦三次元繪圖 </br>[ 學分學程：元宇宙學程 AI藝術學程 ]	二			2		22		必				50	◎第2期  ◎第一類課程   【第二期】7/22~8/18每周一2-4、6-8、周三2-4、6-8(教401)。	3	
	LU23						0	0.00		地理系（學）		GEU0011			0		3.0	Y			112	半			Geography of Taiwan			0062			17	N								0			林聖欽		◎密集課程	臺灣地理						17		必				50	◎第2期  ◎第一類課程 【第二期】7/22~8/18，每周二2-4、二6-8、四2-4、四6-8(誠305)	3	
	LU23						0	0.00		地理系（學）		GEU0256			0		2.0	Y			112	半			Home Geography			0063			9	N								0			韋煙灶		◎密集課程	鄉土地理						9		選				50	◎第2期  ◎第二類課程 【第二期】7/22~8/18，每周二6-9、三6-9(誠304)	3	
	LU23						10	0.20		地理系（學）		GEU0216			0		3.0	Y			112	半			Thinking Geographically in Film			0064			7	N					◎必須先修過【GEU0006  經濟地理】、【GEU0057  都市地理】、【GEU0118  地理思想】			1			譚鴻仁		◎密集課程	電影中的地理學思考						8		選				50	◎第1期  ◎第二類課程 【第一期】6/24~7/21每周一2-4、一6-8、二2-4、二6-8(地理系區域教室)	3	
	AU30						0	0.40		體育系（學）		PEU4019			0		1.0	Y			112	半			Physical Education Professional Service			0065			15	N								0			陳勇志		◎密集課程	體育專業服務						15		必				50	◎第2期  ◎第一類課程	3	
	LU21						0	0.00		英語系（學）		ENU0291			0		2.0	Y			112	半			English Literature: Medieval Period to the Eighteenth Century (I)			0066			19	N		是						0			高瑪麗		◎密集課程	英國文學：中古時期至十八世紀（一）	二			2		19		必				50	◎第1期  ◎第一類課程 【第一期】6/24~7/21每周一1-4、三1-4(誠206)	3	
	LU21						0	0.00		英語系（學）		ENU0336			0		3.0	Y			112	半			British and American TV Dramas and Cultural Studies </br>[ Program: The Program of Metaverse Narrative ]			0067			20	N		是						0			高瑪麗		◎密集課程	英美電視劇與文化研究 </br>[ 學分學程：元宇宙學程 ]	二			2		20		選				50	◎第2期  ◎第二類課程 【第二期】7/22~8/18，每周一2-4、二2-4、三2-4、四2-4(誠106)	3	
	SU40						0	0.00		數學系（學）		MAC9012			0		3.0	Y			112	半			Special Topics in Applied Mathematics (I)			0068			9	N			9					0			陳賢修	大碩	◎密集課程	應用數學專題（一）						9		選				50	◎第2期  ◎第二類課程 【第二期】7/22~8/18，每周一2-4、二2-4、三2-4、四2-4(數學館M310)	3	
	CU						0	0.00		共同科		00UB9H1			0		2.0	Y			112	半			English (III): English for Business	A		0069			37	N		是			◎必須先修過【英文（一）】◎必須先修過【英文（二）】			0			李金安		◎密集課程	英文（三）：商用英文						37		必				35	◎第2期  ◎第一類課程 【第二期】7/22~8/18每周三1-4、五1-4(誠307)	3	
	LU20						0	0.00		國文系（學）		CHU0103			0		3.0	Y			112	半			Selectinons of Tzu & Writing Practice			0070			12	N								0			徐國能		◎密集課程	詞選及習作	三			3		12		必				50	◎第1期  ◎第一類課程 【第一期】6/24~7/21每周二、三、四3-4及6-7節(誠108，7/11在國文系微型教室)	3	
	SU41						0	0.00		物理系（學）		PHC0095			0		3.0	Y			112	半			Introduction to Surface Physics (II)			0071			14	N			9					0			傅祖怡	大碩	◎密集課程	表面物理導論（二）						14		選				50	◎全期  ◎第二類課程 【全期】每周二2-4、三2-4、四2-4(S701)，6/25、7/23-25、7/30-8/1、8/15不上課。	3	
	LU20						0	0.00		國文系（學）		CHU0125			0		2.0	Y			112	半			Practical Writing			0072			16	N								0			陳亭佑		◎密集課程	應用文及習作	四			4		16		必				50	◎第2期  ◎第一類課程 【第二期】7/22~8/18每周二1-4、三6-9(誠203)。	3	
